var1;var2;var3;var4;var5;var6;var7;var8;var9;var10;var11;var12;var13;var14;var15;var16;var17;var18;var19;var20;var21;var22;var23;Columna1
46;17;Morazán;Excelente;Muy buena;Muy útil;De 1 a 5 semanas;Bastante;De 1 a 5 semanas;Se cumplieron;La cobertura que sea mas amplia;De 1 a 5 semanas;Bastante;Utilizar lenguaje comprensible en la zona rural;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual.;Utilicé los materiales ESMATE (LT, CE y GM), Elaboré mi propio material para que los estudiantes trabajaran (clases y guías).;Tercer grado;6;Buena;4;No comprenden muy bien las  operaciones basicas;Comenzar las unidad 1 con operaciones basicas;
30;5;Chalatenango;Muy buena;Muy buena;Útil;De 16 a 20 semanas;Se cumplieron;De 16 a 20 semanas;Se cumplieron;Cargar con tiempo los videos y hacer videos de todos los temas ;De 16 a 20 semanas;Se cumplieron;Las animaciones podrian durar mas tiempo;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mis propios videos., Utilicé otros videos de Youtube y que no eran de ESMATE.;Cuarto grado;9;Muy buena;8;Como se aborta el tema de resta de fracciones impropias  en el libro de texto se vuelve complicado para los niños. ;Resolver de otra forma las operaciones De resta de fracciones impropias. ;
56;35;San Salvador;Excelente;Excelente;Muy útil;De 16 a 20 semanas;Bastante;De 16 a 20 semanas;Bastante;;De 16 a 20 semanas;Se cumplieron;;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías)., Utilicé otros videos de Youtube y que no eran de ESMATE., Desarrollé sesiones  virtuales  con los estudiantes.;Sexto grado;11;Muy buena;8;Es una unidad que siempre da dificultad en la comprensión;Ver los vídeos sugeridos para comprender  mejor viendo las explicaciones y los ejemplos;
52;30;San Salvador;Muy buena;Muy buena;Muy útil;De 11 a 15 semanas;Se cumplieron;De 11 a 15 semanas;Se cumplieron;;De 11 a 15 semanas;Se cumplieron;;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías).;Cuarto grado;8;Muy buena;6;Falta de internet ;Proveer a los alumnos materiales y herramientas suficientes;
33;3;La Libertad;Excelente;Excelente;Útil;De 16 a 20 semanas;Se cumplieron;De 16 a 20 semanas;Se cumplieron;-;De 16 a 20 semanas;Se cumplieron;-;Útil;La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías).;Séptimo grado;Unidad 8;Muy buena;5;Contendidos ;Dar refuerzo ;
39;10;San Salvador;Muy buena;Muy buena;Muy útil;De 1 a 5 semanas;Bastante;De 1 a 5 semanas;Bastante;Las teleclases deberían tener más ejercicios resueltos, y utilizar la tecnología para que sea más llamativa la clase ;De 16 a 20 semanas;Se cumplieron;;Muy útil;No tenía dispositivo para darle seguimiento a los estudiantes., No tenía acceso a internet para darle seguimiento a los estudiantes., La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los estudiantes no leían el LT., La mayoría de los estudiantes no trabajaban el CE., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Utilicé otros videos de Youtube y que no eran de ESMATE.;Quinto grado;12;Buena;10;Por que no se aprenden las tablas de multiplicar ;No tengo respuesta ;
38;15;La Unión;Muy buena;Muy buena;Muy útil;De 11 a 15 semanas;Bastante;De 11 a 15 semanas;Se cumplieron;Que se debe poner el tema de la clase o lección ya que en algunos casos no lo tienen.;De 6 a 10 semanas;Un poco;Que se deben contestar lo comentarios;Útil;La mayoría de los estudiantes no leían el LT., La mayoría de los estudiantes no trabajaban el CE.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Elaboré mis propios videos., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías)., Utilicé otros videos de Youtube y que no eran de ESMATE., Desarrollé sesiones  virtuales  con los estudiantes.;Sexto grado;Yo termine todo hasta la unidad once ahorita estoy en las últimas clases;Muy buena;6;No entendian mucho y se les olvidó cuál es el perímetro de las figuras y los paso para encontrar la circunferencia.;Que se debe memorizar las fórmulas para utilizar bien los procesos matemáticos eso ayuda mucho a saber solucionar el ejercicio;
39;15;Morazán;Excelente;Excelente;Muy útil;De 16 a 20 semanas;Un poco;De 11 a 15 semanas;Bastante;;De 11 a 15 semanas;Se cumplieron;Que sean más directos con los ejemplos.;Útil;La mayoría de los estudiantes no leían el LT.;Utilicé los materiales ESMATE (LT, CE y GM), Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos.;Quinto grado;12;Excelente;10;Por el hecho de que los números fraccionarios si no hay concentración del alumn@ se confunden y el resultado no es el correcto.;Leer más las indicaciones del libro de texto .;
48;22;San Salvador;Excelente;Muy buena;Útil;De 6 a 10 semanas;Se cumplieron;De 6 a 10 semanas;Se cumplieron;Se deberian hacer videos de clases impartidas por docentes, explicando ejercicios basicos de cada tema.;De 6 a 10 semanas;Se superaron;Crear videos tutoriales de docentes impartiendo clases;Útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., Me enfermé de covid 19;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías)., Utilicé otros videos de Youtube y que no eran de ESMATE.;Primer año de bachillerato;8;Muy buena;6;Por las bases que tienen los estudiantes;Mejorar en tercer ciclo la forma de trabajo de los temas que le generan dificultad en matematica.;
53;15;San Salvador;Muy buena;Muy buena;Útil;De 11 a 15 semanas;Un poco;De 6 a 10 semanas;Bastante;Sería ideal que el cuaderno de ejercicios estuviera para el docente todos los procesos de los ejercicios y no sólo la respuestas ;De 11 a 15 semanas;Bastante;Que los comoartieran a los docentes ;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no leían el LT., La mayoría de los estudiantes no trabajaban el CE., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías)., Utilicé otros videos de Youtube y que no eran de ESMATE., Desarrollé sesiones  virtuales  con los estudiantes.;Noveno grado;Unidad 8;Regular;4;Porq no entendian bien la explicación dada y se dificultaba la práctica real ;Teleclase mas pausada ;
55;35;San Salvador;Excelente;Excelente;Muy útil;De 16 a 20 semanas;Se cumplieron;De 11 a 15 semanas;Se cumplieron;;De 16 a 20 semanas;Se cumplieron;;Muy útil;La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Elaboré mis propios videos., Desarrollé sesiones  virtuales  con los estudiantes.;Sexto grado;11;Excelente;10;Por la practica de elaboración de las figuras ;Proporcionar páginas de papa milimetrado a los estudiantes ;
27;5;La Paz;Muy buena;Muy buena;Muy útil;De 16 a 20 semanas;Se cumplieron;De 11 a 15 semanas;Se cumplieron;Proporcionar mas ejemplos para los estudiantes.;De 16 a 20 semanas;Se superaron;Dar mas ejemplos en los videos ya que los estudinates no aprenden de la misma manera. Ya que un estudiante puede aprender con solo uno y otros necesitan mas apoyo.;Muy útil;No tenía acceso a internet para darle seguimiento a los estudiantes., La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Elaboré mi propio material para que los estudiantes trabajaran (clases y guías)., Utilicé otros videos de Youtube y que no eran de ESMATE., Desarrollé sesiones  virtuales  con los estudiantes.;Segundo año de bachillerato;8;Muy buena;6;Los estudiantes no tenian acceso a internet y ni a un televisión para poder ver las teleclases. Avanzaban solo guiandose con lo del libro de texto mas los videos que se les envia por whastApp cuando ellos podian accesar a ellos.;Refuerzo mediante videos cortos ue puedan ser descargado con facilidad en la app de whastapp ya que los estudiantes viven diferentes relialidades en sus hogares.;
28;6;San Salvador;Excelente;Excelente;Muy útil;De 16 a 20 semanas;Un poco;Ninguna semana;Un poco;Creo que los sitios web están excelentes. El problema es el poco o ningún acceso que los estudiantes tienen ;De 1 a 5 semanas;Un poco;El problema sigue siendo el acceso de los estudiantes al intranet ;Muy útil;La mayoría de los estudiantes no tenían un dispositivo para trabajar de forma virtual., La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Elaboré mis propios videos.;Noveno grado;7;Muy buena;5;Necesitaban un mejor acompañamiento ;De continuar de forma virtual se buscar que el estudiante tenga acceso a internet ;
42;17;La Unión;Excelente;Excelente;Muy útil;De 16 a 20 semanas;Se superaron;De 16 a 20 semanas;Se superaron;;De 16 a 20 semanas;Se superaron;;Muy útil;La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube.;Primer grado;11;Buena;9;Necesita mucha lógica matemática;Fortalecer mediante juegos lúdicos la lógica matemática.;
32;10;San Vicente;Muy buena;Muy buena;Muy útil;De 11 a 15 semanas;Se cumplieron;De 6 a 10 semanas;Se cumplieron;Está bien organizado ;De 11 a 15 semanas;Se cumplieron;Realización de más ejemplos;Muy útil;La mayoría de los estudiantes no tenían acceso a internet., La mayoría de los padres no tenían el compromiso de estar pendiente de la entrega de actividades de sus hijos.;Utilicé los materiales ESMATE (LT, CE y GM), Promoví el uso de los sitios web (sites) de matemática., Utilicé las teleclases de matemática., Utilicé los videos de matemática alojados en el canal de ESMATE en YouTube., Utilicé otros materiales que encontraba en la web u otros libros (para clases y guías)., Utilicé otros videos de Youtube y que no eran de ESMATE.;Sexto grado;9;Buena;9;La dificultad de la distancia ;Clases semipresenciales ;
